result_id,feature_set,model_name,feature,feature_group,baseline_macro_f1,importance_mean,importance_std,positive_importance
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_pressure_strength_lag_3,ai_pressure_strength,0.2007469654528478,-0.023005793646710477,0.017596430375369274,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_pressure_direction_score_lag_3,ai_pressure_direction,0.2007469654528478,-0.029403491950763853,0.023881927808207488,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_pressure_direction_score_roll_3_std,ai_pressure_direction,0.2007469654528478,-0.030469889417370014,0.026397910590354134,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevant_share,ai_relevance,0.2007469654528478,-0.03058144828711753,0.022964890764298595,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,wti_oil_price_pct_change_lag_1,oil_price,0.2007469654528478,-0.03143360508843715,0.024407970956359028,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_high_relevance_share,ai_relevance,0.2007469654528478,-0.0341940617558691,0.032427160683399334,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_pressure_strength_roll_3_std,ai_pressure_strength,0.2007469654528478,-0.03553061116887563,0.02711667043139072,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevant_article_count_lag_1,ai_volume,0.2007469654528478,-0.03891989913052932,0.04494564567180747,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,gscpi_lag_1,supply_chain_index,0.2007469654528478,-0.038993781849028374,0.01755908823795823,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,wti_oil_price_pct_change,oil_price,0.2007469654528478,-0.04125303596923825,0.02129925099145468,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ppi_pct_change_lag_1,ppi_history,0.2007469654528478,-0.044837828627818314,0.02812924300369258,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevant_article_count_roll_3_std,ai_volume,0.2007469654528478,-0.04688709012255252,0.0349281981564031,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_pressure_direction_score,ai_pressure_direction,0.2007469654528478,-0.04763011621762645,0.03138498086332537,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_sentiment_lag_2,ai_sentiment,0.2007469654528478,-0.048065707801759276,0.016230699782371,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,target_class_lag_1_is_high,persistence,0.2007469654528478,-0.056956499400386294,0.03884287170320018,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_sentiment_roll_3_std,ai_sentiment,0.2007469654528478,-0.06273931275104751,0.038534652807820785,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_pressure_strength_lag_1,ai_pressure_strength,0.2007469654528478,-0.0684223328109718,0.02694081762034975,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,target_class_lag_1_score,persistence,0.2007469654528478,-0.06938054100174686,0.03121558776426478,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevance_weighted_pressure_strength_lag_2,ai_pressure_strength,0.2007469654528478,-0.07326986081155362,0.04202979538680953,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevant_upward_pressure_share_lag_1,ai_pressure_direction,0.2007469654528478,-0.07362729682947679,0.036389592648422515,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,wti_oil_price_lag_1,oil_price,0.2007469654528478,-0.07418325552300481,0.03391092453015821,0.0
ai_compact_with_persistence::logistic_regression,ai_compact_with_persistence,logistic_regression,ai_relevant_upward_pressure_share_lag_2,ai_pressure_direction,0.2007469654528478,-0.07817666707620782,0.047492563212136275,0.0
